Código Postal,Asentamiento,Tipo de Asentamiento,Municipio,Estado,Ciudad,
72494,Santa Lucia 2,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72474,Jardín,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72498,Jardines de Castillotla,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72990,SIGNORET,Colonia,Amozoc,Puebla,Amozoc,
72498,Jardines de Juan Bosco,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72564,Jardines de la Montaña,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72040,La Pedrera,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72100,Los Cipreses,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72813,Morillotla,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72803,De San Andrés,Conjunto habitacional,San Andrés Cholula,Puebla,San Andrés Cholula,
72130,San Carlos,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72020,San Jerónimo,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72229,Jardines de San José Xonacatepec,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72227,La Resurrección,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72227,La Resurrección,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72000,San Francisco,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72100,El Jazmín,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72090,Jesús García,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72016,Jorge Murad Macluf,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72130,Obrera Textil José Abascal,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72510,José López Portillo (CD.Niños),Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72020,Pino Suárez,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72490,Joyas del Sur,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72810,La Alfonsina,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
75897,Actipan,Ranchería,Caltepec,Puebla,,
72824,La Arbolada,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72810,La Aureola,Conjunto habitacional,San Andrés Cholula,Puebla,San Andrés Cholula,
72100,San José la Cañada,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72015,La Candelaria,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72015,La Candelaria,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72220,Corredor Industrial La Ciénega,Zona industrial,Puebla,Puebla,Heroica Puebla de Zaragoza,
72836,Concepción la Cruz,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72836,Concepción la Cruz,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72836,Concepción la Cruz,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72837,La Concepción,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72700,Villas la Escondida,Condominio,Cuautlancingo,Puebla,Cuautlancingo,
74993,Estancia Blanca (Rancho la Estancia Blanca),Ranchería,Chila,Puebla,,
72824,Rinconada de la Fortuna 2,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72824,Rinconada de la Fortuna 2,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72824,Rinconada de la Fortuna 2,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72370,La Gloria,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72370,La Gloria,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72100,La Guadalupana,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72100,La Guadalupana,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72190,Cortijo la Herradura,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72190,Cortijo la Herradura,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72190,Cortijo la Herradura,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72154,La Loma (Ejido Romero Vargas,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72154,La Loma (Ejido Romero Vargas,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72154,La Loma (Ejido Romero Vargas,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72154,La Loma (Ejido Romero Vargas,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
73312,La Loma,Ranchería,Zacatlán,Puebla,,
72010,Santa María la Rivera,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
73312,La Mesa,Ranchería,Zacatlán,Puebla,,
72810,Residencial la Mezza,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72820,La Misión,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
73820,La Moraleda,Fraccionamiento,Teziutlán,Puebla,Teziutlán,
75613,San José la Nopalera,Ranchería,Tochtepec,Puebla,,
72040,Rancho Colorado,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
73895,Villas la Perla,Fraccionamiento,Teziutlán,Puebla,Teziutlán,
72040,Rancho Colorado,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72840,La Purísima,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72840,La Purísima,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72590,San Miguel,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72494,San Alfonso,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72010,Santa María la Rivera,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72130,Las Alamedas,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72130,Las Alamedas,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72762,La Santísima,Barrio,San Pedro Cholula,Puebla,San Pedro Cholula,
72703,Las Lunas,Fraccionamiento,Cuautlancingo,Puebla,Cuautlancingo,
72824,Las Galvias Residencial,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72070,Las Hadas,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
75681,Los Marías,Colonia,Tlacotepec de Benito Juárez,Puebla,,
72060,Las Pozas,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72060,Las Pozas,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72835,Las Sinfonías,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72835,Las Sinfonías,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
73700,Las Trancas,Pueblo,Zaragoza,Puebla,,
72837,Las Vigas,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72830,La Vista Contry Club,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72450,Leobardo Coca,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72830,Alta Vista,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72474,Loma Encantada,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72470,Lomas del Sur,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72470,Lomas del Sur,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72193,Angelopolis,Zona comercial,Puebla,Puebla,Heroica Puebla de Zaragoza,
72193,Angelopolis,Zona comercial,Puebla,Puebla,Heroica Puebla de Zaragoza,
72623,Del Carmen,Barrio,San Miguel Xoxtla,Puebla,,
72450,Lomas Club de Golf,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72574,Lomas del Mármol,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72574,Lomas del Mármol,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72574,Lomas del Mármol,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72490,Lomas del Sol,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72490,Lomas del Sol,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72490,Lomas del Sol,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72453,Mayorazgo,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72494,San Alfonso,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72573,Lomas San Miguel,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72848,San Salvador,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72830,Lomas de la Toscana,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72830,Lomas de la Toscana,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72240,Plaza Loreto,Zona comercial,Puebla,Puebla,Heroica Puebla de Zaragoza,
72704,Alcatraces,Conjunto habitacional,Cuautlancingo,Puebla,Cuautlancingo,
75741,Electricistas,Colonia,Tehuacán,Puebla,Tehuacán,
72583,Los Faisanes,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72270,Puebla,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72270,Puebla,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72776,Quinta Los Naranjos,Fraccionamiento,San Pedro Cholula,Puebla,San Pedro Cholula,
72776,Quinta Los Naranjos,Fraccionamiento,San Pedro Cholula,Puebla,San Pedro Cholula,
72106,Hacienda Los Olivos,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72100,Los Pinos,Condominio,Puebla,Puebla,Heroica Puebla de Zaragoza,
72815,Los Potrillos,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72702,Hacienda Los Rosales,Condominio,Cuautlancingo,Puebla,Cuautlancingo,
72810,Los Sapos,Conjunto habitacional,San Andrés Cholula,Puebla,San Andrés Cholula,
72810,Lumaha,Conjunto habitacional,San Andrés Cholula,Puebla,San Andrés Cholula,
72310,Lumbreras de Amalucan (Jardines),Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72825,Lyra,Conjunto habitacional,San Andrés Cholula,Puebla,San Andrés Cholula,
72593,Magisterial,Unidad habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72229,Galaxia Bosques de Manzanilla,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72260,José María Morelos y Pavón,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72777,Marsella,Fraccionamiento,San Pedro Cholula,Puebla,San Pedro Cholula,
72825,La Viga,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72453,Mayorazgo,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72706,Villas Mediterraneo,Fraccionamiento,Cuautlancingo,Puebla,Cuautlancingo,
72260,Hidalgo,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72380,El Chamizal,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72623,San José,Colonia,San Miguel Xoxtla,Puebla,,
72813,Morillotla,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72000,San Francisco,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72825,San Martinito,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72623,San José,Colonia,San Miguel Xoxtla,Puebla,,
72623,San José,Colonia,San Miguel Xoxtla,Puebla,,
72825,Molino Viejo,Conjunto habitacional,San Andrés Cholula,Puebla,San Andrés Cholula,
72835,Momosa,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72060,Real del Monte,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72735,Villas de Morillotla,Fraccionamiento,Cuautlancingo,Puebla,,
72735,Villas de Morillotla,Fraccionamiento,Cuautlancingo,Puebla,,
74480,Santo Tomás,Colonia,Izúcar de Matamoros,Puebla,Izúcar de Matamoros,
74480,Santo Tomás,Colonia,Izúcar de Matamoros,Puebla,Izúcar de Matamoros,
74480,Santo Tomás,Colonia,Izúcar de Matamoros,Puebla,Izúcar de Matamoros,
73820,Novena del Carmen,Colonia,Teziutlán,Puebla,Teziutlán,
73820,Novena del Carmen,Colonia,Teziutlán,Puebla,Teziutlán,
72837,Nubes de Zavaleta,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72070,Nueva Aurora Popular,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
73257,Nueva,Finca,Zihuateutla,Puebla,,
72623,San José,Colonia,San Miguel Xoxtla,Puebla,,
72400,Amanecer,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
73174,Nuevo Milenio,Fraccionamiento,Huauchinango,Puebla,Huauchinango,
72410,Los Volcanes,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72680,San Francisco Ocotlán (Ocotlán),Pueblo,Coronango,Puebla,,
72825,Orión,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72825,Orión,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
75537,Concepción Oviedo (Rancho Viejo),Ranchería,Chalchicomula de Sesma,Puebla,,
72825,Oyametl,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72824,Palma Sola,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72110,Paraíso del Angel,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72824,Parma,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72826,Parque de la Plata,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72995,Flor del Bosque,Fraccionamiento,Amozoc,Puebla,Amozoc,
72826,Parque Terranova,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72826,Parque Veneto,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72410,Los Volcanes,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72410,Los Volcanes,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72803,De San Andrés,Conjunto habitacional,San Andrés Cholula,Puebla,San Andrés Cholula,
72470,Eleganza,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72350,Pedregal,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72490,Villas Perisur,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
73058,Piedras Negras,Pueblo,Jalpan,Puebla,,
72104,Plan de Ayala Caleras,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72495,Ampliación Playas del Sur,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72100,Bugambilias,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
73785,San Pablo,Barrio,Libres,Puebla,,
72823,Plazuelas de San Bernardino,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72836,Pontevedra,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72060,Villa Posadas,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72735,Santuario,Fraccionamiento,Cuautlancingo,Puebla,,
72735,Santuario,Fraccionamiento,Cuautlancingo,Puebla,,
72240,Adolfo López Mateos,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
73080,Ojo de Agua Primera Sección,Colonia,Xicotepec,Puebla,Xicotepec,
72150,San José del Puente,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72225,Parque Industrial Puebla 2000,Zona industrial,Puebla,Puebla,Heroica Puebla de Zaragoza,
72270,Puebla,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72270,Puebla,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72762,La Santísima,Barrio,San Pedro Cholula,Puebla,San Pedro Cholula,
72360,Paraíso,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72840,Puerta San Rafael,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
75760,Puesta del Sol,Fraccionamiento,Tehuacán,Puebla,Tehuacán,
72805,Santa Teresa,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72700,La Quinta,Fraccionamiento,Cuautlancingo,Puebla,Cuautlancingo,
72813,Atzala,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72193,Angelopolis,Zona comercial,Puebla,Puebla,Heroica Puebla de Zaragoza,
72520,La Calera,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72813,Morillotla,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72803,San Andrés,Conjunto habitacional,San Andrés Cholula,Puebla,San Andrés Cholula,
75897,Actipan,Ranchería,Caltepec,Puebla,,
72501,Azcarate,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
73053,El Pochote,Ranchería,Jalpan,Puebla,,
72980,Las Cruces,Colonia,Amozoc,Puebla,Amozoc,
72825,San Martinito,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72590,San Miguel,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72825,Mira,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72705,Palmas,Conjunto habitacional,Cuautlancingo,Puebla,Cuautlancingo,
72813,Atzala,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72760,Cholula,Unidad habitacional,San Pedro Cholula,Puebla,San Pedro Cholula,
72760,Florencia,Fraccionamiento,San Pedro Cholula,Puebla,San Pedro Cholula,
72350,Pedregal,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72813,Real de Morillotla,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72803,De San Andrés,Conjunto habitacional,San Andrés Cholula,Puebla,San Andrés Cholula,
72760,Real San Gregorio,Fraccionamiento,San Pedro Cholula,Puebla,San Pedro Cholula,
72210,San Pedro,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72825,Real de Santa Clara I,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72825,Real de Santa Clara I,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72825,Real de Santa Clara II,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72160,Reforma,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72360,Paraíso,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72700,Ángeles,Fraccionamiento,Cuautlancingo,Puebla,Cuautlancingo,
72735,Diamante,Fraccionamiento,Cuautlancingo,Puebla,,
72520,La Calera,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72814,El Barreal,Unidad habitacional,San Andrés Cholula,Puebla,San Andrés Cholula,
72530,Anzures,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72400,Las Ánimas,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72150,Residencial Ex-Hacienda de Zavaleta,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72150,Rinconada de los Viveros,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
73309,Rinconada,Ejido,Chignahuapan,Puebla,,
72803,Rinconada de Atzala,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72754,La Rinconada,Fraccionamiento,San Pedro Cholula,Puebla,San Pedro Cholula,
72754,La Rinconada,Fraccionamiento,San Pedro Cholula,Puebla,San Pedro Cholula,
72813,Morillotla,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72813,Morillotla,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72803,Rinconada de San Andrés,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72754,La Rinconada,Fraccionamiento,San Pedro Cholula,Puebla,San Pedro Cholula,
73309,Rinconada,Ejido,Chignahuapan,Puebla,,
73040,San Rafael,Ranchería,Venustiano Carranza,Puebla,,
72825,Rinconada Santa Fe,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72735,Santa Cecilia,Unidad habitacional,Cuautlancingo,Puebla,,
72700,Ángeles,Fraccionamiento,Cuautlancingo,Puebla,Cuautlancingo,
72813,Atzala,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72980,La Cruz,Fraccionamiento,Amozoc,Puebla,Amozoc,
72160,La Paz,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72498,Los Reyes,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72000,San Francisco,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72103,San Juan,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72825,San Martinito,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72837,Rincón de Zavaleta,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72595,Santa Catarina,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
73073,El Rincón,Barrio,Tlacuilotepec,Puebla,,
73073,El Rincón,Barrio,Tlacuilotepec,Puebla,,
72803,San Andrés,Conjunto habitacional,San Andrés Cholula,Puebla,San Andrés Cholula,
72712,Río,Fraccionamiento,Cuautlancingo,Puebla,,
72824,Riviera del Garda,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72848,Saltepehz,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72090,Villa San Alejandro,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72090,Villa San Alejandro,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72310,Conjunto Habitacional San Andrés,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72310,Conjunto Habitacional San Andrés,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72310,Conjunto Habitacional San Andrés,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72310,Conjunto Habitacional San Andrés,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72815,San Andresito,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72089,San Antonio,Barrio,Puebla,Puebla,Heroica Puebla de Zaragoza,
72089,San Antonio,Barrio,Puebla,Puebla,Heroica Puebla de Zaragoza,
72550,San Baltazar Campeche,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72992,Linda Vista,Colonia,Amozoc,Puebla,Amozoc,
74382,San Bartolome Chimalhuacan,Pueblo,San Diego la Mesa Tochimiltzingo,Puebla,,
72820,San Bernardino la Trinidad,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72820,San Bernardino Tlaxcalancingo,Pueblo,San Andrés Cholula,Puebla,San Andrés Cholula,
72229,Rancho San Diego,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72229,Rancho San Diego,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72229,Rancho San Diego,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72229,Rancho San Diego,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72755,San Diego,Fraccionamiento,San Pedro Cholula,Puebla,San Pedro Cholula,
72755,San Diego,Fraccionamiento,San Pedro Cholula,Puebla,San Pedro Cholula,
72000,San Francisco,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72229,Campestre San Isidro,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72840,San Isidro,Barrio,San Andrés Cholula,Puebla,San Andrés Cholula,
72290,Buenos Aires,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72710,Villas San Jacinto,Fraccionamiento,Cuautlancingo,Puebla,,
72014,San José los Cerritos,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72014,San José los Cerritos,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72014,San José los Cerritos,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72623,San José,Colonia,San Miguel Xoxtla,Puebla,,
72623,San José,Colonia,San Miguel Xoxtla,Puebla,,
72220,Maravillas,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72103,San Juan,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72103,San Juan,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72583,San Luis,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72825,San Martinito,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72825,San Martinito,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72464,Mateo Sección San José Maravillas,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72590,San Miguel,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72590,San Miguel,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72866,San Nicolás,Colonia,Ocoyucan,Puebla,,
72014,San Pablo Xochimehuacan,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72210,San Pedro,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72210,San Pedro,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72840,San Rafael Comac,Pueblo,San Andrés Cholula,Puebla,San Andrés Cholula,
72840,San Rafael Comac,Pueblo,San Andrés Cholula,Puebla,San Andrés Cholula,
72840,San Rafael Comac,Pueblo,San Andrés Cholula,Puebla,San Andrés Cholula,
72813,Acueducto San Román,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72017,Nueva San Salvador,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72090,San Sebastián,Barrio,Puebla,Puebla,Heroica Puebla de Zaragoza,
72013,Santa Bárbara,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72735,Santa Cecilia,Unidad habitacional,Cuautlancingo,Puebla,,
72170,Santa Cruz Guadalupe,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72900,Tlapacoyan,Colonia,Puebla,Puebla,,
72229,Xonacatepec,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72776,Santa Elena,Fraccionamiento,San Pedro Cholula,Puebla,San Pedro Cholula,
72776,Santa Elena,Fraccionamiento,San Pedro Cholula,Puebla,San Pedro Cholula,
72814,Santa Emma,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72498,Hacienda Santa Fe,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72498,Hacienda Santa Fe,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72814,Santa Emma,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72498,Santa Isabel Castillotla,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72498,Santa Isabel Castillotla,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72499,Santa Lucia,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72080,Santa María,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72080,Santa María,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72080,Santa María,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72080,Santa María,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72080,Santa María,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72400,Las Ánimas,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72227,Santiago de Los Leones,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72227,Santiago de Los Leones,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72410,Santiago,Barrio,Puebla,Puebla,Heroica Puebla de Zaragoza,
